Dataset,Column,Miss% Pathogenic,Miss% Benign,Abs Difference
PAH,AL_251,65.81,72.58,6.77
PAH,AL_252,65.81,72.58,6.77
PAH,AL_253,65.81,72.58,6.77
PAH,AL_254,64.19,69.35,5.16
PAH,AL_255,64.19,69.35,5.16
PAH,AL_256,64.19,69.35,5.16
PAH,AL_257,64.19,69.35,5.16
PAH,AL_258,64.19,69.35,5.16
PAH,AL_259,64.19,69.35,5.16
PAH,AL_260,64.19,69.35,5.16
PAH,AL_261,64.19,69.35,5.16
PAH,AL_262,64.19,69.35,5.16
PAH,AL_263,64.19,69.35,5.16
PAH,AL_264,64.19,69.35,5.16
PAH,AL_265,64.19,69.35,5.16
PAH,AL_266,64.19,69.35,5.16
PAH,AL_267,64.19,69.35,5.16
PAH,AL_268,64.19,69.35,5.16
PAH,AL_269,64.19,69.35,5.16
PAH,AL_270,64.19,69.35,5.16
PAH,AL_271,64.19,69.35,5.16
PAH,AL_272,64.19,69.35,5.16
PAH,AL_273,64.19,69.35,5.16
PAH,AL_274,64.19,69.35,5.16
PAH,AL_275,64.19,69.35,5.16
PAH,AL_276,64.19,69.35,5.16
PAH,AL_277,64.19,69.35,5.16
PAH,AL_278,64.19,69.35,5.16
PAH,AL_279,64.19,69.35,5.16
PAH,AL_280,64.19,69.35,5.16
PAH,AL_281,64.19,69.35,5.16
PAH,AL_282,64.19,69.35,5.16
PAH,AL_283,64.19,69.35,5.16
PAH,AL_284,64.19,69.35,5.16
PAH,AL_285,64.19,69.35,5.16
PAH,AL_286,66.45,70.97,4.52
PAH,AL_287,66.45,70.97,4.52
PAH,AL_288,66.45,70.97,4.52
PAH,AL_289,66.45,70.97,4.52
PAH,AL_290,64.19,69.35,5.16
PAH,AL_291,64.19,69.35,5.16
PAH,AL_292,64.19,69.35,5.16
PAH,AL_293,64.19,69.35,5.16
PAH,AL_294,64.19,69.35,5.16
PAH,AL_295,38.39,11.29,27.1
PAH,AL_296,38.39,11.29,27.1
PAH,AL_297,38.39,11.29,27.1
PAH,AL_298,38.39,11.29,27.1
PAH,AL_299,38.39,11.29,27.1
PAH,AL_300,38.39,11.29,27.1
PAH,AL_301,38.39,11.29,27.1
PAH,AL_302,38.39,11.29,27.1
PAH,AL_303,38.39,11.29,27.1
PAH,AL_304,38.39,11.29,27.1
PAH,AL_305,38.39,11.29,27.1
PAH,AL_306,38.39,11.29,27.1
PAH,AL_307,38.39,11.29,27.1
PAH,AL_308,38.39,11.29,27.1
PAH,AL_309,38.39,11.29,27.1
PAH,AL_310,38.39,11.29,27.1
PAH,AL_311,38.39,11.29,27.1
PAH,AL_312,38.39,11.29,27.1
PAH,AL_313,38.39,11.29,27.1
PAH,AL_314,38.39,11.29,27.1
PAH,AL_315,38.39,11.29,27.1
PAH,AL_316,38.39,11.29,27.1
PAH,AL_317,38.39,11.29,27.1
PAH,AL_318,38.39,11.29,27.1
PAH,AL_319,38.39,11.29,27.1
PAH,AL_320,38.39,11.29,27.1
PAH,AL_321,38.39,11.29,27.1
PAH,AL_322,38.39,11.29,27.1
PAH,AL_323,38.39,11.29,27.1
PAH,AL_324,38.39,11.29,27.1
PAH,AL_325,38.39,11.29,27.1
PAH,AL_326,38.39,11.29,27.1
PAH,AL_327,38.39,11.29,27.1
PAH,AL_328,38.39,11.29,27.1
PAH,AL_329,38.39,11.29,27.1
PAH,AL_330,38.39,11.29,27.1
PAH,AL_331,38.39,11.29,27.1
PAH,AL_332,38.39,11.29,27.1
PAH,AL_333,38.39,11.29,27.1
PAH,AL_334,38.39,11.29,27.1
PAH,EK_1,1.94,8.06,6.13
PAH,EK_2,1.94,8.06,6.13
PAH,EK_3,50.32,35.48,14.84
PAH,EK_4,1.94,8.06,6.13
PAH,EK_5,1.94,8.06,6.13
PAH,EK_6,1.94,8.06,6.13
PAH,EK_7,1.94,8.06,6.13
PAH,EK_8,1.94,8.06,6.13
PAH,EK_9,1.94,8.06,6.13
